Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
70,drone_0,18.716,12.821,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
70,drone_1,14.439,12.640,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
70,drone_3,13.342,15.441,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
70,drone_5,12.857,15.664,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
70,drone_7,11.979,15.694,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
71,drone_0,18.722,13.021,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
71,drone_1,14.522,12.820,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
71,drone_3,13.464,15.563,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
71,drone_5,12.962,15.769,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
71,drone_7,12.094,15.821,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
72,drone_0,18.662,13.212,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
72,drone_1,14.632,12.987,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
72,drone_3,13.586,15.685,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
72,drone_5,13.067,15.874,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
72,drone_7,12.213,15.946,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
73,drone_0,18.566,13.387,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
73,drone_1,14.755,13.145,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
73,drone_3,13.708,15.806,15.952,15.444,"3.190984336815156,13.69737492479102,1.3525830773549088;19.33649837547306,4.993780113765726,0.43311276544473565;15.579858348609275,8.142181593339561,1.1176038274790259;10.2136691012174,4.739242632570686,0.2203040057875819;2.595106815451145,7.827637766951439,0.6312085746159569;6.027438220388399,13.236330124328095,2.4418448609683283;5.991893262944113,3.4052110329984515,0.28140692269599676;11.499621702120383,2.780841999452921,0.8852987527689665;7.564849708430723,7.77544190270304,1.9369098832204554;8.074139724293493,9.01243800310024,1.2323377034665395;6.723719075743732,1.0263982031046914,0.3219822041315408;13.302586035878496,13.366131044185536,1.09147558413774;3.7307646399706393,6.392357762060225,0.2671535623789265;16.409063800089626,11.28560614374372,2.0896390566683136;2.4347300444488087,3.403630280855382,2.38669615942218"
