Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
53,drone_7,11.001,10.464,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
53,drone_8,13.173,10.396,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_0,11.246,9.115,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_1,12.000,9.411,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_2,10.036,9.369,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_3,11.987,10.212,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_5,10.622,9.259,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_6,9.658,9.021,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_7,10.881,10.305,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
54,drone_8,13.070,10.225,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_0,11.258,8.967,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_1,11.906,9.297,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_2,10.071,9.225,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_3,11.897,10.065,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_5,10.555,9.151,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_6,9.739,8.897,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
55,drone_7,10.687,10.252,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
