Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
48,drone_9,12.730,7.238,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_0,7.500,6.187,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_1,12.850,10.678,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_2,11.080,9.747,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_3,13.636,9.349,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_4,12.296,11.264,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_5,9.562,10.308,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_6,11.629,8.438,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_8,10.662,9.359,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
49,drone_9,12.635,7.415,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
50,drone_0,7.430,6.374,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
50,drone_1,12.729,10.800,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
50,drone_2,10.960,9.871,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
50,drone_3,13.611,9.547,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
50,drone_4,12.175,11.386,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
